prof_id,title,link,snippet,num_cited
7,Tdgia: Effective injection attacks on graph neural networks,https://dl.acm.org/doi/abs/10.1145/3447548.3467314,"Graph Neural Networks (GNNs) have achieved promising performance in various real-world applications. However, recent studies have shown that GNNs are vulnerable to adversarial …",40
8,A multi-attentive pyramidal model for visual sentiment analysis,https://ieeexplore.ieee.org/abstract/document/8852317/,"Visual sentiment analysis aims to recognize emotions from visual contents. It is a very useful yet challenging task, especially when fine-grained emotions (such as love, joy, surprise, …",19
8,Effective travel time estimation: When historical trajectories over road networks matter,https://dl.acm.org/doi/abs/10.1145/3318464.3389771,"In this paper, we study the problem of origin-destination (OD) travel time estimation where the OD input consists of an OD pair and a departure time. We propose a novel neural network …",54
8,Automatic view generation with deep learning and reinforcement learning,https://ieeexplore.ieee.org/abstract/document/9101360/,"Materializing views is an important method to reduce redundant computations in DBMS, especially for processing large scale analytical queries. However, many existing methods still …",48
8,Interactive contrastive learning for self-supervised entity alignment,https://dl.acm.org/doi/abs/10.1145/3511808.3557364,Self-supervised entity alignment (EA) aims to link equivalent entities across different knowledge graphs (KGs) without the use of pre-aligned entity pairs. The current state-of-the-art (…,4
8,Detecting stress based on social interactions in social networks,https://ieeexplore.ieee.org/abstract/document/7885098/,"… Ling Feng is a professor of computer science and technology with Tsinghua University, Beijing. Her research interests include contextaware data management toward ambient …",136
8,Building and using personal knowledge graph to improve suicidal ideation detection on social media,https://ieeexplore.ieee.org/abstract/document/9308975/,"… Ling Feng is a Professor of Computer Science and Technology with Tsinghua University, China. Her research interests include computational mental healthcare, context-aware data …",33
8,Personal web revisitation by context and content keywords with relevance feedback,https://ieeexplore.ieee.org/abstract/document/7862903/,"… Ling Feng is a professor of computer science and technology with Tsinghua University, China. Her research interests include context-aware data management toward ambient …",23
8,Chemical proteomic profiling of bromodomains enables the wide-spectrum evaluation of bromodomain inhibitors in living cells,https://pubs.acs.org/doi/abs/10.1021/jacs.9b02738,… More by Ling Feng … Ling Feng - Department of Chemistry and Center of Super-Diamond and Advanced Films (… We thank The Proteomics Facility of Tsinghua University for assistance in …,20
8,A meta-learning based stress category detection framework on social media,https://dl.acm.org/doi/abs/10.1145/3485447.3512013,"… [23] Huijie Lin, Jia Jia, Quan Guo, Yuanyuan Xue, Jie Huang, Lianhong Cai, and Ling Feng. 2014. … [54] Liang Zhao, Qi Li, Yuanyuan Xue, Jia Jia, and Ling Feng. 2016. A systematic …",3
8,Cross-Domain Few-Shot Micro-Expression Recognition Incorporating Action Units,https://ieeexplore.ieee.org/abstract/document/9576118/,"… LING FENG (Senior Member, IEEE) is currently a Professor of computer science and technology with Tsinghua University, China. Her research interests include computational mental …",3
8,Trade policy uncertainty and exports: Evidence from China's WTO accession,https://www.sciencedirect.com/science/article/pii/S0022199616301696,This paper studies how reduction in trade policy uncertainty affects firm export decisions. Using a firm–product level dataset on Chinese exports to the United States and the European …,245
8,Latent suicide risk detection on microblog via suicide-oriented word embeddings and layered attention,https://arxiv.org/abs/1910.12038,"Despite detection of suicidal ideation on social media has made great progress in recent years, people's implicitly and anti-real contrarily expressed posts still remain as an obstacle, …",48
8,An effective joint prediction model for travel demands and traffic flows,https://ieeexplore.ieee.org/abstract/document/9458698/,"In this paper, we study how to jointly predict travel demands and traffic flows for all regions of a city at a future time interval. From an empirical analysis of traffic data, we outline three …",18
8,Nitric oxide induces monosaccharide accumulation through enzyme S‐nitrosylation,https://onlinelibrary.wiley.com/doi/abs/10.1111/pce.12989,"Nitric oxide (NO) is extensively involved in various growth processes and stress responses in plants; however, the regulatory mechanism of NO‐modulated cellular sugar metabolism is …",26
8,Video-based stress detection through deep learning,https://www.mdpi.com/841802,"Stress has become an increasingly serious problem in the current society, threatening mankind’s well-beings. With the ubiquitous deployment of video cameras in surroundings, …",28
8,Learning Users Inner Thoughts and Emotion Changes for Social Media based Suicide Risk Detection,https://ieeexplore.ieee.org/abstract/document/9551751/,"… Ling Feng is a professor of computer science and technology with Tsinghua University, China. Her research interests include computational mental healthcare, context-aware data …",2
8,A comprehensive survey of entity alignment for knowledge graphs,https://www.sciencedirect.com/science/article/pii/S2666651021000036,"Abstract Knowledge Graphs (KGs), as a structured human knowledge, manage data in an ease-of-store, recognizable, and understandable way for machines and provide a rich …",40
8,Leveraging ECG signals and social media for stress detection,https://www.tandfonline.com/doi/abs/10.1080/0144929X.2019.1673820,Stress has become an important health issue with the rapid development of economy and society. The previous work has highlighted the discriminatory power of Electrocardiogram (…,6
8,Leverage social media for personalized stress detection,https://dl.acm.org/doi/abs/10.1145/3394171.3413596,"… [21] Huijie Lin, Jia Jia, Quan Guo, Yuanyuan Xue, Qi Li, Jie Huang, Lianhong Cai, and Ling Feng. 2014… [41] Liang Zhao, Qi Li, Yuanyuan Xue, Jia Jia, and Ling Feng. 2016. A systematic …",14
8,Do capital flows matter to stock and house prices? Evidence from China,https://www.tandfonline.com/doi/abs/10.1080/1540496X.2016.1180283,"This article analyzes the impacts of foreign direct investment (FDI) and short-term capital flows, otherwise known as hot money, on stock and house prices in China. Empirical results, …",22
9,Fxpnet: Training a deep convolutional neural network in fixed-point representation,https://ieeexplore.ieee.org/abstract/document/7966159/,"We introduce FxpNet, a framework to train deep convolutional neural networks with low bit-width arithmetics in both forward pass and backward pass. During training FxpNet further …",55
9,Delving deeper into convolutional neural networks for camera relocalization,https://ieeexplore.ieee.org/abstract/document/7989663/,"Convolutional Neural Networks (CNNs) have been applied to camera relocalization, which is to infer the pose of the camera given a single monocular image. However, there are still …",123
9,Gated recurrent convolution neural network for ocr,https://proceedings.neurips.cc/paper/2017/hash/c24cd76e1ce41366a4bbe8a49b02a028-Abstract.html,… Xiaolin Hu Tsinghua National Laboratory for Information Science and Technology (TNList) Department … ∗This work was done when Jianfeng Wang was an intern at Tsinghua University. …,167
9,Discovering adversarial examples with momentum,https://www.researchgate.net/profile/Tianyu-Pang/publication/320464483_Discovering_Adversarial_Examples_with_Momentum/links/59f2b1a6a6fdcc1dc7bb1ef9/Discovering-Adversarial-Examples-with-Momentum.pdf,"Abstract Machine learning models, especially Deep Neural Networks, are vulnerable to adversarial examples—malicious inputs crafted by adding small noises to real examples, but …",72
9,Accelerating convolutional neural networks by group-wise 2D-filter pruning,https://ieeexplore.ieee.org/abstract/document/7966160/,"Network pruning is an effective way to accelerate Convolutional Neural Networks (CNNs). In recent years, structured pruning methods are proposed in favor of unstructured methods as …",32
9,Interpret neural networks by identifying critical data routing paths,http://openaccess.thecvf.com/content_cvpr_2018/html/Wang_Interpret_Neural_Networks_CVPR_2018_paper.html,"… Xiaolin Hu∗ Tsinghua National Lab for Information Science and Technology Beijing National Research Center for Information Science and Technology, BNRist Lab Department of …",82
9,Selective kernel networks,http://openaccess.thecvf.com/content_CVPR_2019/html/Li_Selective_Kernel_Networks_CVPR_2019_paper.html,"… Xiaolin Hu is with the Tsinghua National Laboratory for Information Science and Technology (TNList) Department of Computer Science and Technology, Tsinghua University, China. §…",1563
9,Defense against adversarial attacks using high-level representation guided denoiser,http://openaccess.thecvf.com/content_cvpr_2018/html/Liao_Defense_Against_Adversarial_CVPR_2018_paper.html,"Neural networks are vulnerable to adversarial examples, which poses a threat to their application in security sensitive systems. We propose high-level representation guided denoiser (…",737
9,Evaluate the malignancy of pulmonary nodules using the 3-d deep leaky noisy-or network,https://ieeexplore.ieee.org/abstract/document/8642524/,"… degrees in computer science and technology from Tsinghua University, Beijing, in 2010 and 2016, respectively. He is currently with the Uber Advanced Technologies Group, Toronto, …",389
9,Spatial group-wise enhance: Improving semantic feature learning in convolutional networks,https://arxiv.org/abs/1905.09646,"… .cn †Xiaolin Hu is with the Tsinghua National Laboratory for Information Science and Technology (TNList) Department of Computer Science and Technology, Tsinghua University, China…",145
9,Line-cnn: End-to-end traffic line detection with line proposal unit,https://ieeexplore.ieee.org/abstract/document/8624563/,"… Xiaolin Hu received the BE and ME degrees in automotive engineering from the Wuhan University of Technology, Wuhan, China, in 2001 and 2004, respectively, and the Ph.D. degree …",130
9,Understanding the disharmony between dropout and batch normalization by variance shift,http://openaccess.thecvf.com/content_CVPR_2019/html/Li_Understanding_the_Disharmony_Between_Dropout_and_Batch_Normalization_by_Variance_CVPR_2019_paper.html,"… .cn †Xiaolin Hu is with the Tsinghua National Laboratory for Information Science and Technology (TNList) Department of Computer Science and Technology, Tsinghua University, China…",283
9,Convolution neural networks with two pathways for image style recognition,https://ieeexplore.ieee.org/abstract/document/7945535/,"… Hu is with the Tsinghua National Laboratory for Information Science and Technology, … Yulong Wang received the BE degree in electronic engineering from Tsinghua University, …",62
9,A hierarchical recurrent neural network for symbolic melody generation,https://ieeexplore.ieee.org/abstract/document/8918424/,"… degree in computer science and technology from Tsinghua University, Beijing, China, in … Hu received the BS degree in electronics information science and technology from Tsinghua …",81
9,6d object pose regression via supervised learning on point clouds,https://ieeexplore.ieee.org/abstract/document/9197461/,This paper addresses the task of estimating the 6 degrees of freedom pose of a known 3D object from depth information represented by a point cloud. Deep features learned by …,51
9,Boosting adversarial attacks with momentum,http://openaccess.thecvf.com/content_cvpr_2018/html/Dong_Boosting_Adversarial_Attacks_CVPR_2018_paper.html,"Deep neural networks are vulnerable to adversarial examples, which poses security concerns on these algorithms due to the potentially severe consequences. Adversarial attacks …",1937
9,Attack on practical speaker verification system using universal adversarial perturbations,https://ieeexplore.ieee.org/abstract/document/9413467/,"In authentication scenarios, applications of practical speaker verification systems usually require a person to read a dynamic authentication text. Previous studies played an audio …",22
9,Estimation of the volume of the left ventricle from MRI images using deep neural networks,https://ieeexplore.ieee.org/abstract/document/8232462/,Segmenting human left ventricle (LV) in magnetic resonance imaging images and calculating its volume are important for diagnosing cardiac diseases. The latter task became the topic …,52
9,A Memristors‐Based Dendritic Neuron for High‐Efficiency Spatial‐Temporal Information Processing,https://onlinelibrary.wiley.com/doi/abs/10.1002/adma.202203684,"Diverse microscopic ionic dynamics help mediate the ability of a biological neural network to handle complex tasks with low energy consumption. Thus, rich internal ionic dynamics in …",8
9,Deep learning predicts correlation between a functional signature of higher visual areas and sparse firing of neurons,https://www.frontiersin.org/articles/10.3389/fncom.2017.00100/full,"Visual information in the visual cortex is processed in a hierarchical manner. Recent studies show that higher visual areas, such as V2, V3, and V4, respond more vigorously to images …",19
10,Learning to collaborate: Multi-scenario ranking via multi-agent reinforcement learning,https://dl.acm.org/doi/abs/10.1145/3178876.3186165,"… Nowadays, most large-scale online platforms or mobile Apps have multiple scenarios that may involve services such as search, advertising, and recommendation. There are some well-…",57
10,Domain-constrained advertising keyword generation,https://dl.acm.org/doi/abs/10.1145/3308558.3313570,Advertising (ad for short) keyword suggestion is important for sponsored search to improve online advertising and increase search revenue. There are two common challenges in this …,16
10,Memory-augmented dialogue management for task-oriented dialogue systems,https://dl.acm.org/doi/abs/10.1145/3317612,Dialogue management (DM) is responsible for predicting the next action of a dialogue system according to the current dialogue state and thus plays a central role in task-oriented …,38
10,Emotional chatting machine: Emotional conversation generation with internal and external memory,https://ojs.aaai.org/index.php/AAAI/article/view/11325,"Perception and expression of emotion are key factors to the success of dialogue systems or conversational agents. However, this problem has not been studied in large-scale …",717
10,Eva2. 0: Investigating open-domain chinese dialogue systems with large-scale pre-training,https://link.springer.com/article/10.1007/s11633-022-1387-3,"… Minlie Huang received his Ph.D. degree in engineering of physics from Tsinghua University, … with Department of Computer Science and Technology, Tsinghua University, China. He has …",16
10,An operation network for abstractive sentence compression,https://aclanthology.org/C18-1091/,"… Sentence compression can benefit a wide range of applications, especially those on mobile … †Corresponding author: Minlie Huang (aihuang@tsinghua.edu.cn) This work is licensed …",17
10,An interpretable reasoning network for multi-relation question answering,https://arxiv.org/abs/1801.04726,"Multi-relation Question Answering is a challenging task, due to the requirement of elaborated analysis on questions and reasoning over multiple fact triples in knowledge base. In this …",117
10,Reinforcement learning for relation classification from noisy data,https://ojs.aaai.org/index.php/AAAI/article/view/12063,Existing relation classification methods that rely on distant supervision assume that a bag of sentences mentioning an entity pair are all describing a relation for the entity pair. Such …,327
10,Learning structured representation for text classification via reinforcement learning,https://ojs.aaai.org/index.php/AAAI/article/view/12047,Abstract Representation learning is a fundamental problem in natural language processing. This paper studies how to learn a structured representation for text classification. Unlike …,163
10,Stylized story generation with style-guided planning,https://arxiv.org/abs/2105.08625,"Current storytelling systems focus more ongenerating stories with coherent plots regard-less of the narration style, which is impor-tant for controllable text generation. There-fore, we …",15
10,Recent advances and challenges in task-oriented dialog systems,https://link.springer.com/article/10.1007/s11431-020-1692-3,"Due to the significance and value in human-computer interaction and natural language processing, task-oriented dialog systems are attracting more and more attention in both …",120
10,A knowledge-enhanced pretraining model for commonsense story generation,https://direct.mit.edu/tacl/article-abstract/doi/10.1162/tacl_a_00302/43540,"… Close mobile search navigation … Jian Guan, Fei Huang, Zhihao Zhao, Xiaoyan Zhu, Minlie Huang; A Knowledge-Enhanced Pretraining Model for Commonsense Story Generation. …",168
10,Densely connected CNN with multi-scale feature attention for text classification.,http://www.nlpir.org/wordpress/wp-content/uploads/2019/10/Densely-Connected-CNN-with-Multi-scale-Feature-Attention-for-Text-Classification.pdf,"Text classification is a fundamental problem in natural language processing. As a popular deep learning model, convolutional neural network (CNN) has demonstrated great success in …",158
10,Eva: An open-domain chinese dialogue system with large-scale generative pre-training,https://arxiv.org/abs/2108.01547,"Although pre-trained language models have remarkably enhanced the generation ability of dialogue systems, open-domain Chinese dialogue systems are still limited by the dialogue …",33
10,A deep sequential model for discourse parsing on multi-party dialogues,https://ojs.aaai.org/index.php/AAAI/article/view/4680,"Discourse structures are beneficial for various NLP tasks such as dialogue understanding, question answering, sentiment analysis, and so on. This paper presents a deep sequential …",57
10,Meta-learning for low-resource natural language generation in task-oriented dialogue systems,https://arxiv.org/abs/1905.05644,"… Fei Mi1∗ , Minlie Huang2 , Jiyong Zhang3 and Boi Faltings1 1Ecole polytechnique fédérale de … ∗Contact author; this work was done when Fei Mi was a visiting scholar at Tsinghua …",92
10,Out-of-domain detection for natural language understanding in dialog systems,https://ieeexplore.ieee.org/abstract/document/9052492/,"… He is currently an Associate Professor with the Department of Computer Science and Technology, Tsinghua University. He has authored or coauthored more than 60 papers in premier …",72
10,A large-scale chinese short-text conversation dataset,https://link.springer.com/chapter/10.1007/978-3-030-60450-9_8,"The advancements of neural dialogue generation models show promising results on modeling short-text conversations. However, training such models usually needs a large-scale high-…",84
10,A Weakly Supervised Method for Topic Segmentation and Labeling in Goal-oriented Dialogues via Reinforcement Learning.,https://www.ijcai.org/proceedings/2018/0612.pdf,Topic structure analysis plays a pivotal role in dialogue understanding. We propose a reinforcement learning (RL) method for topic segmentation and labeling in goal-oriented dialogues…,41
10,Assigning Personality/Profile to a Chatting Machine for Coherent Conversation Generation.,https://www.ijcai.org/proceedings/2018/0595.pdf,"Endowing a chatbot with personality is challenging but significant to deliver more realistic and natural conversations. In this paper, we address the issue of generating responses that …",114
11,Separability-entanglement classifier via machine learning,https://journals.aps.org/pra/abstract/10.1103/PhysRevA.98.012315,The problem of determining whether a given quantum state is entangled lies at the heart of quantum information processing. Despite the many methods—such as the positive partial …,72
11,Quantum state tomography via reduced density matrices,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.118.020401,"Quantum state tomography via local measurements is an efficient tool for characterizing quantum states. However, it requires that the original global state be uniquely determined (UD) …",62
11,Quantum Parameterized Complexity,https://arxiv.org/abs/2203.08002,Parameterized complexity theory was developed in the 1990s to enrich the complexity-theoretic analysis of problems that depend on a range of parameters. In this paper we establish a …,1
11,Pseudorandom quantum states,https://link.springer.com/chapter/10.1007/978-3-319-96878-0_5,"We propose the concept of pseudorandom quantum states, which appear random to any quantum polynomial-time adversary. It offers a computational approximation to perfectly …",71
11,Symbolic verification of quantum circuits,https://arxiv.org/abs/2010.03032,"This short note proposes a symbolic approach for representing and reasoning about quantum circuits using complex, vector or matrix-valued Boolean expressions. A major benefit of …",3
11,Quantum Computing,https://dl.acm.org/doi/pdf/10.1145/3584867,"… Zhengfeng Ji Tsinghua University, China Iordanis Kerenidis Université Paris Diderot, France …",0
11,Logarithmic-Regret Quantum Learning Algorithms for Zero-Sum Games,https://arxiv.org/abs/2304.14197,"We propose the first online quantum algorithm for zero-sum games with $\tilde O(1)$ regret under the game setting. Moreover, our quantum algorithm computes an $\varepsilon$-…",0
11,Quantum soundness of testing tensor codes,https://ieeexplore.ieee.org/abstract/document/9719749/,A locally testable code is an error-correcting code that admits very efficient probabilistic tests of membership. Tensor codes provide a simple family of combinatorial constructions of …,4
11,Physical origins of ruled surfaces on the reduced density matrices geometry,https://link.springer.com/article/10.1007/s11433-016-0396-2,The reduced density matrices (RDMs) of many-body quantum states form a convex set. The boundary of low dimensional projections of this convex set may exhibit nontrivial geometry …,11
11,Joint product numerical range and geometry of reduced density matrices,https://link.springer.com/article/10.1007/s11433-016-0404-5,"The reduced density matrices of a many-body quantum system form a convex set, whose three-dimensional projection Θ is convex in R 3 . The boundary ∂Θ of Θ may exhibit nontrivial …",8
11,Parameterized Complexity of Weighted Local Hamiltonian Problems and the Quantum Exponential Time Hypothesis,https://arxiv.org/abs/2211.05325,"We study a parameterized version of the local Hamiltonian problem, called the weighted local Hamiltonian problem, where the relevant quantum states are superpositions of …",0
11,Classical and Quantum Iterative Optimization Algorithms Based on Matrix Legendre-Bregman Projections,https://arxiv.org/abs/2209.14185,We consider Legendre-Bregman projections defined on the Hermitian matrix space and design iterative optimization algorithms based on them. A general duality theorem is established …,0
11,"Pseudorandom States, Non-Cloning Theorems and Quantum Money",https://arxiv.org/abs/1711.00385,"We propose the concept of pseudorandom states and study their constructions, properties, and applications. Under the assumption that quantum-secure one-way functions exist, we …",1
11,Research status and prospects of orbital angular momentum technology in wireless communication,https://www.jpier.org/PIER/pier.php?paper=20091104,It becomes more and more challenging to satisfy the long-term demand of transmission capacity in wireless networks if we limit our research within the frame of traditional …,17
11,One-shot adversarial attacks on visual tracking with dual attention,http://openaccess.thecvf.com/content_CVPR_2020/html/Chen_One-Shot_Adversarial_Attacks_on_Visual_Tracking_With_Dual_Attention_CVPR_2020_paper.html,"Almost all adversarial attacks in computer vision are aimed at pre-known object categories, which could be offline trained for generating perturbations. But as for visual object tracking, …",49
11,Tuning the electron transport behavior at Li/LATP interface for enhanced cyclability of solid-state Li batteries,https://link.springer.com/article/10.1007/s12274-022-5136-2,"An interlayer is usually employed to tackle the interfacial instability issue between solid electrolytes (SEs) and Li metal caused by the side reaction. However, the failure mechanism of …",0
11,Indexed by SCIE,https://ieeexplore.ieee.org/abstract/document/8290797/,"Editorial board Page 1 Jun Bi, Tsinghua University (China) Lin X. Cai, Illinois Institute of Technology (USA) Yueming Cai, PLA University of Science and Technology (China) Yang Cao, …",0
11,COVER PAPER,https://ieeexplore.ieee.org/abstract/document/8010974/,"… ) Lidong Zhu, University of Electronic Science and Technology of China (China) Liang Zhou, Nanjing University of Posts and Telecommunications (China) Shidong Zhou, Tsinghua …",0
11,A multi-attentive pyramidal model for visual sentiment analysis,https://ieeexplore.ieee.org/abstract/document/8852317/,"Visual sentiment analysis aims to recognize emotions from visual contents. It is a very useful yet challenging task, especially when fine-grained emotions (such as love, joy, surprise, …",19
11,An overview of functional biolubricants,https://link.springer.com/article/10.1007/s40544-022-0607-8,"At present, more and more diseases are associated with the lubrication dysfunction, which requires a systematic study of the complex lubrication behavior of tissues and organs in …",6
12,High‐Speed All‐Fiber Micro‐Imaging with Large Depth of Field,https://onlinelibrary.wiley.com/doi/abs/10.1002/lpor.202100724,"Single fiber imaging has evolved into a powerful method for detecting minute objects in narrow spaces. However, existing systems are not conducive to imaging dynamic objects at …",4
12,Semi‐fluorinated methacrylates: a class of versatile monomers for polymerization‐induced self‐assembly,https://onlinelibrary.wiley.com/doi/abs/10.1002/marc.201700840,A series of polymerization‐induced self‐assembly (PISA) formulations are developed based on reversible addition‐fragmentation chain‐transfer (RAFT) dispersion polymerization of …,41
12,Overcoming Kinetic Trapping for Morphology Evolution during Polymerization‐Induced Self‐Assembly,https://onlinelibrary.wiley.com/doi/abs/10.1002/marc.201900202,"Polymerization‐induced self‐assembly (PISA) is a powerful technique to synthesize assemblies with various morphologies. However, PISA mediated by long, stabilizing chains usually …",17
12,Boosted microwave absorption performance of transition metal doped TiN fibers at elevated temperature,https://link.springer.com/article/10.1007/s12274-023-5398-3,… § Cuiping Li and Dan Li contributed equally to this work. … © Tsinghua University Press 2023 Received:21 November 2022 / Revised:6 December 2022 / Accepted:8 December 2022 …,8
12,Reduced graphene oxide@ carbon sphere based metacomposites for temperature-insensitive and efficient microwave absorption,https://link.springer.com/article/10.1007/s12274-022-4674-y,"With the increasing advance of fifth generation (5G) network and the gradual expansion of digital devices, harsh working environment for electronic devices has spawned higher …",21
12,A dynamic graphene oxide network enables spray printing of colloidal gels for high‐performance micro‐supercapacitors,https://onlinelibrary.wiley.com/doi/abs/10.1002/adma.201804434,"Properly controlling the rheological properties of nanoparticle inks is crucial to their printability. Here, it is reported that colloidal gels containing a dynamic network of graphene oxide (…",66
12,Cadmium sulfide as bifunctional mimics of NADH oxidase and cytochrome c reductase takes effect at physiological pH,https://link.springer.com/article/10.1007/s12274-022-4150-8,"Recently, a study of mimic enzyme has received more attentions. However, the investigation on the oxidoreductase activity of electron mediators in the biological respiratory chain is still …",7
12,Highly efficient artificial blood coagulation shortcut confined on Ca-zeolite surface,https://link.springer.com/article/10.1007/s12274-021-3394-z,"It is challenging to develop an in vitro catalytic system to conduct natural surface-confined enzymatic reactions in a stable, efficient, and spatially defined manner. Here, we report that an …",10
12,Positively charged graphene/Fe3O4/polyethylenimine with enhanced drug loading and cellular uptake for magnetic resonance imaging and magnet-responsive …,https://link.springer.com/article/10.1007/s12274-016-1418-x,"Enhanced cellular uptake efficiency of nanoparticles is important for their biomedical applications, including photothermal therapy (PTT) for cancer. In this study, a one-pot method was …",32
12,Light hybrid micro/nano-robots: From propulsion to functional signals,https://link.springer.com/article/10.1007/s12274-022-4119-7,"Untethered motile micro/nanorobots (MNRs) that can operate in hard-to-reach small space and perform noninvasive tasks in cellular level hold bright future in healthcare, …",3
12,Recipient‐donor KIR ligand matching prevents CMV reactivation post‐haploidentical T cell‐replete transplantation,https://onlinelibrary.wiley.com/doi/abs/10.1111/bjh.14622,Licensed natural killer ( NK ) cells have been demonstrated to have anti‐cytomegalovirus ( CMV ) activity. We prospectively analysed the human leucocyte antigen typing of donor‐…,20
12,"A scalable, high-performance, and fault-tolerant network architecture for distributed machine learning",https://store.computer.org/csdl/journal/nt/2020/04/09121766/1kMT1C9d0R2,"In large-scale distributed machine learning (DML), the network performance between machines significantly impacts the speed of iterative training. In this paper we propose BML, a …",6
12,Decentral and Incentivized Federated Learning Frameworks: A Systematic Literature Review,https://ieeexplore.ieee.org/abstract/document/9997105/,The advent of Federated Learning (FL) has sparked a new paradigm of parallel and confidential decentralized Machine Learning (ML) with the potential of utilizing the computational …,10
12,Atomic structures of FUS LC domain segments reveal bases for reversible amyloid fibril formation,https://www.nature.com/articles/s41594-018-0050-8,"Thermostable cross-β structures are characteristic of pathological amyloid fibrils, but these structures cannot explain the reversible nature of fibrils formed by RNA-binding proteins such …",160
12,Review of water body information extraction based on satellite remote sensing,http://jst.tsinghuajournals.com/EN/abstract/abstract153545.shtml,The spatial and temporal distributions of water bodies are of great significance for monitoring the use of water resources. The most common remote sensing applications are classifying …,34
12,Amyloid fibril structure of α-synuclein determined by cryo-electron microscopy,https://www.nature.com/articles/s41422-018-0075-x,"… Biology (to XL), Tsinghua-Peking Joint Center for Life Sciences (to XL), Shanghai Pujiang Program (to DL). We acknowledge Tsinghua University Branch of China National Center for …",323
12,Asparagine enhances LCK signalling to potentiate CD8+ T-cell activation and anti-tumour responses,https://www.nature.com/articles/s41556-020-00615-4,… Wu at Tsinghua University for their great support of this work during the COVID-19 pandemic. We thank all of the members of the Jiang laboratory for their technical assistance and/or …,58
12,{BGL}:{GPU-Efficient}{GNN} Training by Optimizing Graph Data {I/O} and Preprocessing,https://www.usenix.org/conference/nsdi23/presentation/liu-tianfeng,"Graph neural networks (GNNs) have extended the success of deep neural networks (DNNs) to non-Euclidean graph data, achieving ground-breaking performance on various tasks …",8
12,Programming conventional electron microscopes for solving ultrahigh-resolution structures of small and macro-molecules,https://pubs.acs.org/doi/abs/10.1021/acs.analchem.9b01162,"… More by Dan Li … ), Tsinghua-Peking Joint Center for Life Sciences (to XL), and One-Thousand Talent Program by the State Council of China (to XL and CL). We acknowledge Tsinghua …",22
12,All-fiber high-speed image detection enabled by deep learning,https://www.nature.com/articles/s41467-022-29178-8,"Ultra-high-speed imaging serves as a foundation for modern science. While in biomedicine, optical-fiber-based endoscopy is often required for in vivo applications, the combination of …",13
13,Single-atom catalysts based on two-dimensional metalloporphyrin monolayers for ammonia synthesis under ambient conditions,https://link.springer.com/article/10.1007/s12274-021-4009-4,"We systematically investigated the catalytic performance of 3d, 4d, and 5d transition metals anchored onto two-dimensional extended porphyrin (PP) substrates as nitrogen reduction …",26
13,Machine learning for databases,https://dl.acm.org/doi/abs/10.1145/3486001.3486248,"… Guoliang Li is a professor in the Department of Computer Science, Tsinghua University. His research interests mainly include data cleaning and integration and machine learning for …",23
13,Measure-specific effectiveness of air pollution control on China's atmospheric mercury concentration and deposition during 2013–2017,https://pubs.acs.org/doi/abs/10.1021/acs.est.9b02428,"China took aggressive air pollution control measures from 2013 to 2017, leading to the mitigation of atmospheric mercury pollution as a cobenefit. This study is the first to systematically …",81
13,A highly resolved mercury emission inventory of Chinese coal-fired power plants,https://pubs.acs.org/doi/abs/10.1021/acs.est.7b06209,"As the largest coal consumer in China, the coal-fired power plants have come under increasing public concern in regard to atmospheric mercury pollution. This study developed an up-to…",140
13,Highly resolved inventory of mercury release to water from anthropogenic sources in China,https://pubs.acs.org/doi/abs/10.1021/acs.est.1c03759,This study developed an up-to-date and point-source-based inventory of mercury (Hg) releases to water in China by applying probabilistic release factors that combined industry …,13
13,AI meets database: AI4DB and DB4AI,https://dl.acm.org/doi/abs/10.1145/3448016.3457542,"… Guoliang Li is a full professor in the Department of Computer Science, Tsinghua University. … Xuanhe Zhou is currently a PhD student in the Department of Computer Science, Tsinghua …",39
13,Emission-limit-oriented strategy to control atmospheric mercury emissions in coal-fired power plants toward the implementation of the minamata convention,https://pubs.acs.org/doi/abs/10.1021/acs.est.8b02250,"… State Key Joint Laboratory of Environmental Simulation and Pollution Control, School of Environment, Tsinghua University, Beijing 100084, China More by Guoliang Li …",65
13,Crowdsourced data management: Overview and challenges,https://dl.acm.org/doi/abs/10.1145/3035918.3054776,"… Guoliang Li (liguoliang@tsinghua.edu.cn) is currently working as an associate professor in the Department of Computer Science, Tsinghua University, Beijing, China. His research …",107
13,PriRadar: A privacy-preserving framework for spatial crowdsourcing,https://ieeexplore.ieee.org/abstract/document/8698883/,"… Guoliang Li received the Ph.D. degree in computer science from Tsinghua University, Beijing, China, in 2009. He is currently a Professor with the Department of Computer Science, …",64
13,Visclean: Interactive cleaning for progressive visualization,https://dl.acm.org/doi/abs/10.14778/3415478.3415484,"Data visualization is crucial in data-driven decision making. However, bad visualizations generated from dirty data often mislead the users to understand the data and to draw wrong …",16
13,Facile preparation of magnetic covalent organic framework–metal organic framework composite materials as effective adsorbents for the extraction and determination …,https://analyticalsciencejournals.onlinelibrary.wiley.com/doi/abs/10.1002/rcm.8742,"Rationale Sedatives, which are prone to cause residues in animals, have been abused in modern animal husbandry. Long‐term consumption of contaminated meat products would be …",25
13,Querying shortest paths on time dependent road networks,https://dl.acm.org/doi/abs/10.14778/3342263.3342265,"For real-world time dependent road networks (TDRNs), answering shortest path-based route queries and plans in real-time is highly desirable by many industrial applications. …",49
